isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid,FF_12_consumer_combined,FF_12_consumer_combined_text
FR41453977828,2018,Other,"Scheiler, Dalton",CEO,191115,4.81,5.9,36593,30947,NA,12,Other
FR41453977828,2017,Other,"Scheiler, Dalton",CEO,185125,4.66,5.72,35003,29873,NA,12,Other
FR41453977828,2016,Other,"Scheiler, Dalton",CEO,182865,4.6,5.64,32480,27260,NA,12,Other
FR41453977828,2015,Other,"Scheiler, Dalton",CEO,210033,4.88,5.99,30999,27414,NA,12,Other
FR42619280822,2021,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,1,Consumer
FR42619280822,2020,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,1822703,7.71,10.29,NA,NA,NA,1,Consumer
FR42619280822,2019,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,1883095,NA,NA,NA,NA,NA,1,Consumer
FR42619280822,2018,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,1556996,NA,NA,NA,NA,NA,1,Consumer
FR42619280822,2017,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,1153845,NA,NA,NA,NA,NA,1,Consumer
FR42619280822,2016,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,921623,NA,NA,NA,NA,NA,1,Consumer
FR42619280822,2015,Other,"Tutt, Tatianga",Chairman and Chief Executive Officer,642529,5.76,7.02,NA,NA,NA,1,Consumer
FR42636074111,2021,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42636074111,2020,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42636074111,2019,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42636074111,2018,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42636074111,2017,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42636074111,2016,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42636074111,2015,Other,"Mitchell, Rillard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42683634895,2021,Other,"Stevenson, Tori",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42683634895,2020,Other,"Maxwell, Toyan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR42683634895,2019,Other,"Maxwell, Toyan",Chairman and Chief Executive Officer,225226,4.47,5.42,NA,NA,NA,NA,NA
FR42683634895,2018,Other,"Maxwell, Toyan",Chairman and Chief Executive Officer,NA,4.7,4.72,NA,NA,NA,NA,NA
FR42683634895,2017,Other,"Maxwell, Toyan",Chairman and Chief Executive Officer,NA,3.13,3.72,NA,NA,NA,NA,NA
FR42683634895,2016,Other,"Maxwell, Toyan",Chairman and Chief Executive Officer,NA,2.97,3.69,NA,NA,NA,NA,NA
FR42683634895,2015,Other,"Maxwell, Toyan",Chairman and Chief Executive Officer,NA,3.14,3.72,NA,NA,NA,NA,NA
FR42722379635,2021,Other,"Young, Om",CEO,2006761,16.38,23.24,NA,NA,NA,NA,NA
FR42722379635,2020,Other,"Young, Om",CEO,1741472,19.27,26.48,NA,NA,NA,NA,NA
FR42722379635,2019,Other,"Young, Om",CEO,2772270,32.14,42.12,NA,NA,NA,NA,NA
FR42722379635,2018,Other,"Young, Om",CEO,4142530,6.3,10.22,NA,NA,NA,NA,NA
FR42722379635,2017,Other,"al-Dajani, Naazil",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42722379635,2016,Other,"al-Dajani, Naazil",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR42722379635,2015,Other,"al-Dajani, Naazil",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR43370062871,2021,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,232550,0.58,0.58,52005,51815,NA,6,Business Equipment
FR43370062871,2020,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,238240,4.37,4.42,NA,NA,NA,6,Business Equipment
FR43370062871,2019,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,208000,0.59,0.61,50822,49125,NA,6,Business Equipment
FR43370062871,2018,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR43370062871,2017,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR43370062871,2016,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR43370062871,2015,Other,"Diaz, Jessica",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR45759776595,2021,Other,"Harris, Macella",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR45759776595,2020,Other,"Harris, Macella",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR45759776595,2019,Other,"Harris, Macella",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR45759776595,2018,Other,"Harris, Macella",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR45759776595,2017,Other,"Harris, Macella",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR45759776595,2016,Other,"Harris, Macella",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR45759776595,2015,Other,"el-Amir, Humaid",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2021,Other,"el-Hannan, Aamir",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2020,Other,"el-Hana, Shahaada",CEO,415003,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2019,Other,"el-Hannan, Aamir",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2018,Other,"el-Hana, Shahaada",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2017,Other,"el-Hana, Shahaada",CEO,457317,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2016,Other,"el-Hana, Shahaada",CEO,465209,NA,NA,NA,NA,NA,NA,NA
FR45812847621,2015,Other,"el-Hana, Shahaada",CEO,482220,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2021,Other,"Rodriguez, Matthew",CEO,547777.71,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2020,Other,"Rodriguez, Matthew",CEO,246795.73,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2019,Other,"Rodriguez, Matthew",CEO,202518.58,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2018,Other,"Rodriguez, Matthew",CEO,234344.48,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2017,Other,"al-Emami, Shameem",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2016,Other,"al-Emami, Shameem",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR45930202647,2015,Other,"al-Emami, Shameem",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2021,Other,"Medina Rodriguez, Israel",CEO,518500.13,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2020,Other,"Medina Rodriguez, Israel",CEO,635523.73,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2019,Other,"Medina Rodriguez, Israel",CEO,635909.32,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2018,Other,"Medina Rodriguez, Israel",CEO,627659.85,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2017,Other,"Medina Rodriguez, Israel",CEO,623363.09,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2016,Other,"Khabir, Mychal",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46421960755,2015,Other,"Khabir, Mychal",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46521164288,2021,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,1339664,17.09,21.97,43216,33606,NA,12,Other
FR46521164288,2020,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,606191,12.27,16.49,40791,30352,NA,12,Other
FR46521164288,2019,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,853577,24.57,32,46724,35873,NA,12,Other
FR46521164288,2018,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,1236168,23.02,29.92,45215,34796,NA,12,Other
FR46521164288,2017,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,1046094,27.69,35.73,42847,33213,NA,12,Other
FR46521164288,2016,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,2819898,16.15,21.21,43075,32801,NA,12,Other
FR46521164288,2015,Other,"al-Faris, Afeefa",Chief Executive Officer and Member of the Management Board,5954274,NA,NA,NA,NA,NA,12,Other
FR46534560455,2021,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46534560455,2020,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46534560455,2019,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46534560455,2018,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46534560455,2017,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46534560455,2016,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46534560455,2015,Other,"Estevez, Homero",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46693738307,2021,Other,"Cera, Isidro",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR46693738307,2020,Other,"Sykes, Donald",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46693738307,2019,Other,"Cera, Isidro",Chairman and Chief Executive Officer,471792,2.63,3.21,NA,NA,NA,NA,NA
FR46693738307,2018,Other,"Cera, Isidro",Chairman and Chief Executive Officer,562115,2.96,3.51,NA,NA,NA,NA,NA
FR46693738307,2017,Other,"Cera, Isidro",Chairman and Chief Executive Officer,NA,1.92,2.23,NA,NA,NA,NA,NA
FR46693738307,2016,Other,"Cera, Isidro",Chairman and Chief Executive Officer,NA,3.19,4.69,NA,NA,NA,NA,NA
FR46693738307,2015,Other,"Cera, Isidro",Chairman and Chief Executive Officer,NA,3.73,5.6,NA,NA,NA,NA,NA
FR46713317553,2021,Other,"Yazzie, Shiann",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR46713317553,2020,Other,"al-Iqbal, Faatih",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR46713317553,2019,Other,"Yazzie, Shiann",CEO,886128,8.46,10.28,NA,NA,NA,NA,NA
FR46713317553,2018,Other,"Yazzie, Shiann",CEO,964842,8.85,10.52,NA,NA,NA,NA,NA
FR46713317553,2017,Other,"Yazzie, Shiann",CEO,869157,8.95,10.74,NA,NA,NA,NA,NA
FR46713317553,2016,Other,"al-Iqbal, Faatih",NA,743392,NA,NA,NA,NA,NA,NA,NA
FR46713317553,2015,Other,"al-Iqbal, Faatih",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2021,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2020,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2019,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2018,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2017,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2016,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47713045459,2015,Other,"Valdez, Rafael",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47933528635,2021,Other,"Exum, Deja",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR47933528635,2020,Other,"Exum, Deja",CEO,819536,9.9,12.9,NA,NA,NA,NA,NA
FR47933528635,2019,Other,"Exum, Deja",CEO,393749,5,6.5,NA,NA,NA,NA,NA
FR47933528635,2018,Other,"Exum, Deja",CEO,427825,8.2,10.6,NA,NA,NA,NA,NA
FR47933528635,2017,Other,"Mcdowell, Amber",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47933528635,2016,Other,"Mcdowell, Amber",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR47933528635,2015,Other,"Mcdowell, Amber",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR48482530301,2021,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,622000,5,8,60735,41529,NA,10,Healthcare
FR48482530301,2020,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,625000,11,16,61733,42815,NA,10,Healthcare
FR48482530301,2019,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,405000,4,5,54521,45546,NA,10,Healthcare
FR48482530301,2018,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,482000,5,6,51959,43098,NA,10,Healthcare
FR48482530301,2017,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,415000,5,6,48390,40243,NA,10,Healthcare
FR48482530301,2016,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,481000,6,8,49531,39199,NA,10,Healthcare
FR48482530301,2015,Other,"Kong, Ryanamarie",Chairman and Chief Executive Officer,1022000,8,10,49854,37807,NA,10,Healthcare
FR48793632180,2021,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,249000,6.3,7.62,31649,26185,NA,10,Healthcare
FR48793632180,2020,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,338000,8.28,10.27,29325,23467,NA,10,Healthcare
FR48793632180,2019,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,316000,NA,NA,2838,22919,NA,10,Healthcare
FR48793632180,2018,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,324000,NA,NA,27964,22533,NA,10,Healthcare
FR48793632180,2017,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,750000,NA,NA,27252,22254,NA,10,Healthcare
FR48793632180,2016,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,218000,NA,NA,27095,22132,NA,10,Healthcare
FR48793632180,2015,Other,"Schreckengast, Nicholas",Chairman and Chief Executive Officer,223598,8.4,10.31,NA,NA,NA,10,Healthcare
FR48847934152,2021,Other,"Rangel, Ariel",CEO,NA,16.4,18.2,36000,32300,NA,1,Consumer
FR48847934152,2020,Other,"Rangel, Ariel",CEO,NA,14.4,16.2,35300,31500,NA,1,Consumer
FR48847934152,2019,Other,"Rangel, Ariel",CEO,NA,18.1,20,36300,32900,NA,1,Consumer
FR48847934152,2018,Other,"Rangel, Ariel",CEO,609899,16.7,18.5,34900,31600,NA,1,Consumer
FR48847934152,2017,Other,"Rangel, Ariel",CEO,785857,20.2,22.3,34300,31200,NA,1,Consumer
FR48847934152,2016,Other,"Rangel, Ariel",CEO,735049,20.2,22.1,34000,31000,NA,1,Consumer
FR48847934152,2015,Other,"Rangel, Ariel",CEO,665256,NA,NA,NA,NA,NA,1,Consumer
FR50107142038,2021,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,397798,6.62,8.89,63186,47089,NA,11,Finance
FR50107142038,2020,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,419179,5.98,8.57,68174,47602,NA,11,Finance
FR50107142038,2019,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,407297,6.35,8.45,58130,43665,NA,11,Finance
FR50107142038,2018,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,368229,6.64,8.7,59890,45697,NA,11,Finance
FR50107142038,2017,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,397119,5.54,7.27,62587,47726,NA,11,Finance
FR50107142038,2016,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,NA,8.04,9.93,48694,39403,NA,11,Finance
FR50107142038,2015,Other,"Turner, Ieesha",Chairman and Chief Executive Officer,NA,7.03,8.87,5462,43296,NA,11,Finance
FR50278347586,2021,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,618800,7.21,10.26,86007,60500,NA,5,Chemicals
FR50278347586,2020,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,592300,7.22,10.47,NA,NA,NA,5,Chemicals
FR50278347586,2019,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,NA,6.95,9.57,NA,NA,NA,5,Chemicals
FR50278347586,2018,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,NA,7.15,9.57,NA,NA,NA,5,Chemicals
FR50278347586,2017,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,NA,6.44,8.39,NA,NA,NA,5,Chemicals
FR50278347586,2016,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,NA,6.82,8.77,NA,NA,NA,5,Chemicals
FR50278347586,2015,Other,"al-Nouri, Haala",Chairman and Chief Executive Officer,NA,6.93,9.17,NA,NA,NA,5,Chemicals
FR51213114003,2021,Other,"Two Crow, Tyler",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR51213114003,2020,Other,"Demas, Miranda",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR51213114003,2019,Other,"Two Crow, Tyler",CEO,455498,4.9,7.4,NA,NA,NA,NA,NA
FR51213114003,2018,Other,"Two Crow, Tyler",CEO,550681,4.6,4.6,NA,NA,NA,NA,NA
FR51213114003,2017,Other,"Two Crow, Tyler",CEO,646862,6.2,9.4,NA,NA,NA,NA,NA
FR51213114003,2016,Other,"Two Crow, Tyler",CEO,510903,6.2,9,NA,NA,NA,NA,NA
FR51213114003,2015,Other,"Two Crow, Tyler",CEO,464086,5.3,10.7,NA,NA,NA,NA,NA
FR51518998839,2021,Other,"Cheung, Jonathan",CEO,NA,6.61,8.62,NA,NA,NA,10,Healthcare
FR51518998839,2020,Other,"Cheung, Jonathan",CEO,NA,6.61,9.11,NA,NA,NA,10,Healthcare
FR51518998839,2019,Other,"Cheung, Jonathan",CEO,532350,5.26,7.52,NA,NA,NA,10,Healthcare
FR51518998839,2018,Other,"Cheung, Jonathan",CEO,NA,3.87,4.9,NA,NA,NA,10,Healthcare
FR51518998839,2017,Other,"Cheung, Jonathan",CEO,256605,4.07,5.15,NA,NA,NA,10,Healthcare
FR51518998839,2016,Other,"Cheung, Jonathan",CEO,NA,3.95,4.82,NA,NA,NA,10,Healthcare
FR51518998839,2015,Other,"Cheung, Jonathan",CEO,244457,NA,NA,NA,NA,NA,10,Healthcare
FR52088798920,2021,Other,"Ochoa, Brenden",CEO,NA,15,19,NA,NA,NA,10,Healthcare
FR52088798920,2020,Other,"Ochoa, Brenden",CEO,957053,18,23,NA,NA,NA,10,Healthcare
FR52088798920,2019,Other,"Ochoa, Brenden",CEO,790712,NA,NA,NA,NA,NA,10,Healthcare
FR52088798920,2018,Other,"Ochoa, Brenden",CEO,656673,NA,NA,NA,NA,NA,10,Healthcare
FR52088798920,2017,Other,"Ochoa, Brenden",CEO,644658,NA,NA,NA,NA,NA,10,Healthcare
FR52088798920,2016,Other,"Ochoa, Brenden",CEO,517790,NA,NA,NA,NA,NA,10,Healthcare
FR52088798920,2015,Other,"Ochoa, Brenden",CEO,414037,9,13,NA,NA,NA,10,Healthcare
FR52769621897,2021,Other,"Pavlakis, David",NA,274000,NA,NA,NA,NA,NA,NA,NA
FR52769621897,2020,Other,"Fuller, Isaac",Chairman and Chief Executive Officer,274000,NA,NA,NA,NA,NA,NA,NA
FR52769621897,2019,Other,"Fuller, Isaac",Chairman and Chief Executive Officer,539536,NA,NA,NA,NA,NA,NA,NA
FR52769621897,2018,Other,"Fuller, Isaac",Chairman and Chief Executive Officer,539536,NA,NA,NA,NA,NA,NA,NA
FR52769621897,2017,Other,"Pavlakis, David",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR52769621897,2016,Other,"Pavlakis, David",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR52769621897,2015,Other,"Pavlakis, David",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR53307728848,2021,Other,"Jacket, Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR53307728848,2020,Other,"Jacket, Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR53307728848,2019,Other,"Swan, Lyah",CEO,4391202,36.72,50.29,NA,NA,NA,NA,NA
FR53307728848,2018,Other,"al-Din, Abdur Rasheed",Chairman-CEO,2423414,36.41,45.09,NA,NA,NA,NA,NA
FR53307728848,2017,Other,"al-Din, Abdur Rasheed",Chairman-CEO,3799731,50.37,59.18,NA,NA,NA,NA,NA
FR53307728848,2016,Other,"al-Din, Abdur Rasheed",Chairman-CEO,3561215,55.96,61.69,NA,NA,NA,NA,NA
FR53307728848,2015,Other,"al-Din, Abdur Rasheed",Chairman-CEO,2980738,42.83,52.38,NA,NA,NA,NA,NA
FR53616686596,2021,Other,"Enders, Megan",Chairman and Chief Executive Officer,0,NA,NA,NA,NA,NA,9,Shops
FR53616686596,2020,Other,"Enders, Megan",Chairman and Chief Executive Officer,202809,NA,NA,NA,NA,NA,9,Shops
FR53616686596,2019,Other,"Enders, Megan",Chairman and Chief Executive Officer,NA,4.78,5.94,NA,NA,NA,9,Shops
FR53616686596,2018,Other,"Enders, Megan",Chairman and Chief Executive Officer,NA,8.36,10.52,NA,NA,NA,9,Shops
FR53616686596,2017,Other,"Enders, Megan",Chairman and Chief Executive Officer,NA,7.35,9.27,NA,NA,NA,9,Shops
FR53616686596,2016,Other,"Enders, Megan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,9,Shops
FR53616686596,2015,Other,"Enders, Megan",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,9,Shops
FR54727735940,2021,Other,"Hill, David",Chairman and Chief Executive Officer,209040,NA,NA,NA,NA,NA,NA,NA
FR54727735940,2020,Other,"Hill, David",Chairman and Chief Executive Officer,209040,NA,NA,NA,NA,NA,NA,NA
FR54727735940,2019,Other,"Hill, David",Chairman and Chief Executive Officer,162000,NA,NA,NA,NA,NA,NA,NA
FR54727735940,2018,Other,"Hill, David",Chairman and Chief Executive Officer,200220,NA,NA,NA,NA,NA,NA,NA
FR54727735940,2017,Other,"el-Hosseini, Abdul Baari",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54727735940,2016,Other,"el-Hosseini, Abdul Baari",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54727735940,2015,Other,"el-Hosseini, Abdul Baari",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2021,Other,"al-Islam, Ashraf",CEO,271205,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2020,Other,"al-Islam, Ashraf",CEO,166161,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2019,Other,"al-Islam, Ashraf",CEO,163474,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2018,Other,"Barksdale, Travis",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2017,Other,"Barksdale, Travis",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2016,Other,"Barksdale, Travis",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54914200471,2015,Other,"Barksdale, Travis",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2021,Other,"Steiner-Otoo, Nina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2020,Other,"el-Jamil, Waail",CEO,1318000,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2019,Other,"el-Jamil, Waail",CEO,1595000,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2018,Other,"Steiner-Otoo, Nina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2017,Other,"Steiner-Otoo, Nina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2016,Other,"Steiner-Otoo, Nina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR54956014391,2015,Other,"Steiner-Otoo, Nina",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2021,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2020,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2019,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2018,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2017,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2016,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55376719965,2015,Other,"al-Farra, Tayyib",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55448488795,2021,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,NA,7.2,9.5,51000,NA,NA,9,Shops
FR55448488795,2020,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,9,Shops
FR55448488795,2019,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,NA,8.18,9.62,37000,NA,NA,9,Shops
FR55448488795,2018,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,502000,9,10.25,40000,NA,NA,9,Shops
FR55448488795,2017,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,1009000,6.83,7.31,37000,NA,NA,9,Shops
FR55448488795,2016,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,187000,10.63,12.95,38000,NA,NA,9,Shops
FR55448488795,2015,Other,"al-Nour, Isaam",Chairman and Chief Executive Officer,167000,4.61,4.55,38000,NA,NA,9,Shops
FR55645944159,2021,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,615570,5.1,6.1,NA,NA,NA,11,Finance
FR55645944159,2020,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,777702,3.7,4.4,NA,NA,NA,11,Finance
FR55645944159,2019,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,503763,5.9,6.8,NA,NA,NA,11,Finance
FR55645944159,2018,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,NA,6.1,6.9,NA,NA,NA,11,Finance
FR55645944159,2017,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,NA,7.3,8.7,NA,NA,NA,11,Finance
FR55645944159,2016,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,NA,7.5,9.7,NA,NA,NA,11,Finance
FR55645944159,2015,Other,"Boykin, Nacreasha",Chairman and Chief Executive Officer,NA,6.4,7.1,NA,NA,NA,11,Finance
FR55788676403,2021,Other,"al-Hamed, Shaamil",President of the Management Board,NA,NA,NA,NA,NA,NA,NA,NA
FR55788676403,2020,Other,"Kills In Sight, Tiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR55788676403,2019,Other,"al-Hamed, Shaamil",President of the Management Board,NA,4.88,5.02,40261,39085,NA,NA,NA
FR55788676403,2018,Other,"al-Hamed, Shaamil",President of the Management Board,NA,4.76,4.76,41997,39457,NA,NA,NA
FR55788676403,2017,Other,"al-Hamed, Shaamil",President of the Management Board,NA,3.07,3.07,42315,39332,NA,NA,NA
FR55788676403,2016,Other,"al-Hamed, Shaamil",President of the Management Board,NA,1.9,2,41940,40147,NA,NA,NA
FR55788676403,2015,Other,"Kills In Sight, Tiana",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR56027101001,2021,Other,"el-Iqbal, Mastoora",Chairman and Chief Executive Officer,1470204.55,NA,NA,NA,NA,NA,NA,NA
FR56027101001,2020,Other,"el-Iqbal, Mastoora",Chairman and Chief Executive Officer,1157717.42,NA,NA,NA,NA,NA,NA,NA
