isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid
FR43555123328,2019,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,1411000,13.1,15.6,57374,48391,NA
FR43555123328,2018,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,825000,12.6,15,58839,49441,NA
FR43555123328,2017,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,795000,13.2,15.7,55483,46753,NA
FR43555123328,2016,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,843000,15.2,18.8,50329,40571,NA
FR43555123328,2015,Other,"al-Huq, Nadheera",Chairman and Chief Executive Officer,305000,6.2,7.5,48614,40463,NA
FR44421477741,2021,Other,"Bailey, Ny'Alahe",CEO,406242,5.29,5.95,NA,NA,NA
FR44421477741,2020,Other,"Bailey, Ny'Alahe",CEO,438840,2.46,2.9,NA,NA,NA
FR44421477741,2019,Other,"Bailey, Ny'Alahe",CEO,421522,2.73,3.62,NA,NA,NA
FR44421477741,2018,Other,"Bailey, Ny'Alahe",CEO,629007,2.43,3.08,NA,NA,NA
FR44421477741,2017,Other,"Bailey, Ny'Alahe",CEO,131429,3.31,3.51,NA,NA,NA
FR44421477741,2016,Other,"Baugh, Candance",NA,614198,NA,NA,NA,NA,NA
FR44421477741,2015,Other,"Baugh, Candance",NA,166673,NA,NA,NA,NA,NA
FR45130163275,2021,Other,"Nelson, Alexander",NA,NA,NA,NA,NA,NA,NA
FR45130163275,2020,Other,"Nelson, Alexander",NA,NA,NA,NA,NA,NA,NA
FR45130163275,2019,Other,"Leahy, Courtney",CEO,157200,NA,NA,NA,NA,NA
FR45130163275,2018,Other,"Leahy, Courtney",CEO,157200,NA,NA,NA,NA,NA
FR45130163275,2017,Other,"Leahy, Courtney",CEO,157200,NA,NA,NA,NA,NA
FR45130163275,2016,Other,"Nelson, Alexander",NA,NA,NA,NA,NA,NA,NA
FR45130163275,2015,Other,"Nelson, Alexander",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2021,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2020,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2019,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2018,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2017,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2016,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR45991433456,2015,Other,"Banks, Ramon",NA,NA,NA,NA,NA,NA,NA
FR46368560341,2021,Other,"Tubbs, Dajon",CEO,846835,7.5,8.49,105340,92981,17
FR46368560341,2020,Other,"Tubbs, Dajon",CEO,882283,7.96,7.92,99196,99760,30
FR46368560341,2019,Other,"Tubbs, Dajon",CEO,908385,7.4,7.4,106508,106851,NA
FR46368560341,2018,Other,"Tubbs, Dajon",CEO,107570,5,5.7,93738,95917,NA
FR46368560341,2017,Other,"Tubbs, Dajon",CEO,NA,NA,NA,94421,103000,NA
FR46368560341,2016,Other,"Tubbs, Dajon",CEO,NA,6.46,5.97,88313,95699,44
FR46368560341,2015,Other,"Tubbs, Dajon",CEO,NA,NA,NA,NA,NA,NA
FR46380243792,2021,Other,"Meyer, Derek",CEO,1102553,3.72,5.77,113392,NA,NA
FR46380243792,2020,Other,"Meyer, Derek",CEO,1055142,6.11,10.85,173948,NA,NA
FR46380243792,2019,Other,"Meyer, Derek",CEO,443073,3.69,5.71,119914,NA,NA
FR46380243792,2018,Other,"Meyer, Derek",CEO,433123,4.92,6.23,88638,NA,NA
FR46380243792,2017,Other,"Meyer, Derek",CEO,489471,3.35,4.82,11793,NA,NA
FR46380243792,2016,Other,"Meyer, Derek",CEO,200458,2.18,2.88,84803,NA,NA
FR46380243792,2015,Other,"Meyer, Derek",CEO,160933,2.21,2.52,72878,NA,NA
FR46745829342,2021,Other,"Padilla, Michell",NA,274000,NA,NA,NA,NA,NA
FR46745829342,2020,Other,"Mclaughlin, Lexis",Chairman and Chief Executive Officer,274000,NA,NA,NA,NA,NA
FR46745829342,2019,Other,"Mclaughlin, Lexis",Chairman and Chief Executive Officer,539536,NA,NA,NA,NA,NA
FR46745829342,2018,Other,"Mclaughlin, Lexis",Chairman and Chief Executive Officer,539536,NA,NA,NA,NA,NA
FR46745829342,2017,Other,"Padilla, Michell",NA,NA,NA,NA,NA,NA,NA
FR46745829342,2016,Other,"Padilla, Michell",NA,NA,NA,NA,NA,NA,NA
FR46745829342,2015,Other,"Padilla, Michell",NA,NA,NA,NA,NA,NA,NA
FR47059039878,2021,Other,"Baca, Anay",CEO,NA,NA,NA,NA,NA,NA
FR47059039878,2020,Other,"Guerra, Jimmy",NA,NA,NA,NA,NA,NA,NA
FR47059039878,2019,Other,"Guerra, Jimmy",NA,NA,NA,NA,NA,NA,NA
FR47059039878,2018,Other,"Guerra, Jimmy",NA,NA,NA,NA,NA,NA,NA
FR47059039878,2017,Other,"Guerra, Jimmy",NA,NA,NA,NA,NA,NA,NA
FR47059039878,2016,Other,"Guerra, Jimmy",NA,NA,NA,NA,NA,NA,NA
FR47059039878,2015,Other,"Guerra, Jimmy",NA,NA,NA,NA,NA,NA,NA
FR47552698499,2021,Other,"Harris, Shante",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR47552698499,2020,Other,"Harris, Shante",Chairman and Chief Executive Officer,922000,NA,NA,NA,NA,NA
FR47552698499,2019,Other,"Harris, Shante",Chairman and Chief Executive Officer,1217000,NA,NA,NA,NA,NA
FR47552698499,2018,Other,"Harris, Shante",Chairman and Chief Executive Officer,1209000,NA,NA,NA,NA,NA
FR47552698499,2017,Other,"Harris, Shante",Chairman and Chief Executive Officer,1646000,NA,NA,NA,NA,NA
FR47552698499,2016,Other,"Harris, Shante",Chairman and Chief Executive Officer,1862000,NA,NA,NA,NA,NA
FR47552698499,2015,Other,"Harris, Shante",Chairman and Chief Executive Officer,1665000,NA,NA,NA,NA,NA
FR47733344982,2021,Other,"Nicola, Layton",CEO,397349,7,7.7,49510,44631,NA
FR47733344982,2020,Other,"Nicola, Layton",CEO,325037,7.3,8,47288,43185,NA
FR47733344982,2019,Other,"Nicola, Layton",CEO,343644,NA,7.8,NA,43823,NA
FR47733344982,2018,Other,"Nicola, Layton",CEO,372369,NA,8.5,NA,43590,NA
FR47733344982,2017,Other,"Nicola, Layton",CEO,370602,NA,8.6,NA,42970,NA
FR47733344982,2016,Other,"Nicola, Layton",CEO,348568,NA,8.3,NA,41944,NA
FR47733344982,2015,Other,"Nicola, Layton",CEO,317389,7,6.4,45320,49434,NA
FR47963207487,2021,Other,"Nguyen, Lewis",NA,NA,NA,NA,NA,NA,NA
FR47963207487,2020,Other,"Balles, Daphney",CEO,415003,NA,NA,NA,NA,NA
FR47963207487,2019,Other,"Nguyen, Lewis",NA,NA,NA,NA,NA,NA,NA
FR47963207487,2018,Other,"Balles, Daphney",CEO,NA,NA,NA,NA,NA,NA
FR47963207487,2017,Other,"Balles, Daphney",CEO,457317,NA,NA,NA,NA,NA
FR47963207487,2016,Other,"Balles, Daphney",CEO,465209,NA,NA,NA,NA,NA
FR47963207487,2015,Other,"Balles, Daphney",CEO,482220,NA,NA,NA,NA,NA
FR48925741347,2021,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,1552707,5.95,12.98,20332,NA,NA
FR48925741347,2020,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,1452500,5.17,12.75,NA,NA,NA
FR48925741347,2019,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,1324991,6.02,17.89,NA,NA,NA
FR48925741347,2018,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,1264120,5.4,17.42,NA,NA,NA
FR48925741347,2017,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,1206228,NA,NA,NA,NA,NA
FR48925741347,2016,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR48925741347,2015,Other,"Castaneda, Hunter",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR49495686811,2021,Other,"Sims, Parismonte",CEO,641000,NA,NA,NA,NA,NA
FR49495686811,2020,Other,"Sims, Parismonte",CEO,1023000,8.41,9.19,NA,NA,NA
FR49495686811,2019,Other,"Sims, Parismonte",CEO,917000,9.9,11.75,NA,NA,NA
FR49495686811,2018,Other,"Sims, Parismonte",CEO,883000,12.73,11.44,NA,NA,NA
FR49495686811,2017,Other,"Sims, Parismonte",CEO,894000,15.06,13.95,NA,NA,NA
FR49495686811,2016,Other,"Sims, Parismonte",CEO,NA,8.63,9.26,NA,NA,NA
FR49495686811,2015,Other,"Sims, Parismonte",CEO,NA,9.34,8.12,NA,NA,NA
FR49560915033,2021,Other,"Walter, Thomas",CEO,586592,7.99,10.57,NA,NA,NA
FR49560915033,2020,Other,"Walter, Thomas",CEO,1290848,24.41,35.25,NA,NA,NA
FR49560915033,2019,Other,"Walter, Thomas",CEO,997135,15.14,20.04,NA,NA,NA
FR49560915033,2018,Other,"Walter, Thomas",CEO,814149,13.51,18.09,NA,NA,NA
FR49560915033,2017,Other,"Walter, Thomas",CEO,284968,16.57,21.99,NA,NA,NA
FR49560915033,2016,Other,"Walter, Thomas",CEO,308701,4.91,6.64,NA,NA,NA
FR49560915033,2015,Other,"Walter, Thomas",CEO,232450,1.85,1.85,NA,NA,NA
FR49754854776,2021,Other,"el-Fadel, Daifallah",CEO,425000,4.11,6.45,60790,38759,NA
FR49754854776,2020,Other,"el-Fadel, Daifallah",CEO,560000,4.97,6.99,66065,46945,NA
FR49754854776,2019,Other,"el-Fadel, Daifallah",CEO,1206184,8.55,12.86,59323,39408,NA
FR49754854776,2018,Other,"el-Fadel, Daifallah",CEO,514443,9.65,12.26,53289,41965,NA
FR49754854776,2017,Other,"el-Fadel, Daifallah",CEO,353126,8.97,9.79,59274,54310,NA
FR49754854776,2016,Other,"el-Fadel, Daifallah",CEO,575047,NA,NA,NA,NA,NA
FR49754854776,2015,Other,"el-Fadel, Daifallah",CEO,549748,NA,NA,NA,NA,NA
FR49910440081,2021,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR49910440081,2020,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR49910440081,2019,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR49910440081,2018,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR49910440081,2017,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR49910440081,2016,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR49910440081,2015,Other,"Elias, Erik",Chairman and Chief Executive Officer,216000,NA,NA,NA,NA,NA
FR50559008279,2021,Other,"Puentes, Shara",CEO,1568615,15.85,18.93,NA,NA,NA
FR50559008279,2020,Other,"Puentes, Shara",CEO,932678,8.68,10.6,NA,NA,NA
FR50559008279,2019,Other,"Puentes, Shara",CEO,1292483,17.83,21.87,NA,NA,NA
FR50559008279,2018,Other,"Puentes, Shara",CEO,1413286,21.14,26.54,NA,NA,NA
FR50559008279,2017,Other,"Puentes, Shara",CEO,761742,14.94,17.84,NA,NA,NA
FR50559008279,2016,Other,"Puentes, Shara",CEO,1235799,17.87,22.01,NA,NA,NA
FR50559008279,2015,Other,"Puentes, Shara",CEO,885126,12.02,14.32,NA,NA,NA
FR51331856905,2021,Other,"Riley, Princella",CEO,NA,NA,NA,NA,NA,NA
FR51331856905,2020,Other,"Riley, Princella",CEO,1436528,12.3,13.7,48906,44000,NA
FR51331856905,2019,Other,"Riley, Princella",CEO,601528,NA,NA,NA,NA,NA
FR51331856905,2018,Other,"Riley, Princella",CEO,751528,NA,NA,NA,NA,NA
FR51331856905,2017,Other,"Riley, Princella",CEO,706528,NA,NA,NA,NA,NA
FR51331856905,2016,Other,"Riley, Princella",CEO,626528,NA,NA,NA,NA,NA
FR51331856905,2015,Other,"al-Yousef, Abdul Baasid",NA,NA,NA,NA,NA,NA,NA
FR51561659059,2021,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,633440,NA,NA,NA,NA,NA
FR51561659059,2020,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,735800,NA,NA,NA,NA,NA
FR51561659059,2019,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,636800,8.41,7.07,53554,45000,NA
FR51561659059,2018,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,634200,7.91,6.8,50193,43100,NA
FR51561659059,2017,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,509000,9.54,8.35,48549,42500,NA
FR51561659059,2016,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,372450,13.24,11.28,49304,42000,NA
FR51561659059,2015,Other,"Anderson, Jeannetta",Chairman and Chief Executive Officer,383130,12.99,11.22,47455,41000,NA
FR51804137523,2021,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51804137523,2020,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51804137523,2019,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51804137523,2018,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51804137523,2017,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51804137523,2016,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51804137523,2015,Other,"Ririe, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR51850208675,2021,Other,"Carlson, Aaron",CEO,0,0,0,48409,28189,NA
FR51850208675,2020,Other,"Carlson, Aaron",CEO,0,6.01,11.85,49343,25028,NA
FR51850208675,2019,Other,"Carlson, Aaron",CEO,0,5.11,8.67,56656,33403,NA
FR51850208675,2018,Other,"Carlson, Aaron",CEO,185000,3.12,3.33,59316,55497,NA
FR51850208675,2017,Other,"Carlson, Aaron",CEO,253000,4.03,4.12,62812,61464,NA
FR51850208675,2016,Other,"Carlson, Aaron",CEO,253000,4.26,4.56,59335,55477,NA
FR51850208675,2015,Other,"Carlson, Aaron",CEO,253000,4.18,4.19,60516,60341,NA
FR52987378020,2021,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR52987378020,2020,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR52987378020,2019,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR52987378020,2018,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR52987378020,2017,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR52987378020,2016,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR52987378020,2015,Other,"Perletz, Min",NA,NA,NA,NA,NA,NA,NA
FR53600609141,2021,Other,"Dubois, Justin",Chairman and Chief Executive Officer,419000,7.5,8.4,52000,46000,NA
FR53600609141,2020,Other,"Dubois, Justin",Chairman and Chief Executive Officer,419000,7.3,11.1,53000,35000,NA
FR53600609141,2019,Other,"Dubois, Justin",Chairman and Chief Executive Officer,396000,6.9,9.3,53000,40000,NA
FR53600609141,2018,Other,"Dubois, Justin",Chairman and Chief Executive Officer,297000,5.2,7.3,51000,37000,NA
FR53600609141,2017,Other,"Dubois, Justin",Chairman and Chief Executive Officer,297000,5.2,7.2,51000,37000,NA
FR53600609141,2016,Other,"Dubois, Justin",Chairman and Chief Executive Officer,294000,5.6,7.8,47000,34000,NA
FR53600609141,2015,Other,"Dubois, Justin",Chairman and Chief Executive Officer,290000,5.2,7,51000,38000,NA
FR53637876696,2021,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,86408,2.1,2.5,40955,34019,NA
FR53637876696,2020,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,86404,2.1,2.5,40955,34019,NA
FR53637876696,2019,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,207544,5.2,6.1,39640,34067,NA
FR53637876696,2018,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,215602,6,7,36184,30693,NA
FR53637876696,2017,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,214357,6.1,7.1,34993,30068,NA
FR53637876696,2016,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,207378,6.1,7.1,34398,29310,NA
FR53637876696,2015,Other,"al-Rahman, Zaahir",Chairman and Chief Executive Officer,207378,6.2,7.1,33062,28886,NA
FR53899358841,2021,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.48,0.44,50484,54000,NA
FR53899358841,2020,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.52,0.48,46261,NA,NA
FR53899358841,2019,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.56,0.46,42573,NA,NA
FR53899358841,2018,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.63,0.44,38029,NA,NA
FR53899358841,2017,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.55,0.48,43270,NA,NA
FR53899358841,2016,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.53,0.5,45031,NA,NA
FR53899358841,2015,Other,"al-Hanif, Maa'iz",Chairman and Chief Executive Officer,24000,0.54,0.57,NA,NA,NA
FR54954468873,2021,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR54954468873,2020,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR54954468873,2019,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR54954468873,2018,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR54954468873,2017,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR54954468873,2016,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR54954468873,2015,Other,"Gomez-Gonzales, Jose",NA,NA,NA,NA,NA,NA,NA
FR55692856749,2021,Other,"al-Sawaya, Shaheer",CEO,547777.71,NA,NA,NA,NA,NA
FR55692856749,2020,Other,"al-Sawaya, Shaheer",CEO,246795.73,NA,NA,NA,NA,NA
FR55692856749,2019,Other,"al-Sawaya, Shaheer",CEO,202518.58,NA,NA,NA,NA,NA
FR55692856749,2018,Other,"al-Sawaya, Shaheer",CEO,234344.48,NA,NA,NA,NA,NA
FR55692856749,2017,Other,"el-Faraj, Haitham",NA,NA,NA,NA,NA,NA,NA
FR55692856749,2016,Other,"el-Faraj, Haitham",NA,NA,NA,NA,NA,NA,NA
FR55692856749,2015,Other,"el-Faraj, Haitham",NA,NA,NA,NA,NA,NA,NA
FR56466683542,2021,Other,"Tobar, Pablo",CEO,NA,7.42,7.02,49717,47008,NA
FR56466683542,2020,Other,"Tobar, Pablo",CEO,237538,NA,NA,NA,NA,NA
FR56466683542,2019,Other,"Tobar, Pablo",CEO,165901,4.4,4.72,47686,44504,NA
FR56466683542,2018,Other,"Tobar, Pablo",CEO,190578,NA,NA,NA,NA,NA
FR56466683542,2017,Other,"Hiraki, Thuy",NA,NA,NA,NA,NA,NA,NA
FR56466683542,2016,Other,"Hiraki, Thuy",NA,NA,NA,NA,NA,NA,NA
FR56466683542,2015,Other,"Hiraki, Thuy",NA,NA,NA,NA,NA,NA,NA
FR56551107726,2021,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR56551107726,2020,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,469000,16,19.8,NA,NA,NA
FR56551107726,2019,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,238000,NA,NA,NA,NA,NA
FR56551107726,2018,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,248000,NA,NA,NA,NA,NA
FR56551107726,2017,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,243000,NA,NA,NA,NA,NA
FR56551107726,2016,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,243000,NA,NA,NA,NA,NA
FR56551107726,2015,Other,"Nguyen, Vignesh",Chairman and Chief Executive Officer,243000,NA,NA,NA,NA,NA
FR56813329867,2021,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR56813329867,2020,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR56813329867,2019,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR56813329867,2018,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR56813329867,2017,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR56813329867,2016,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR56813329867,2015,Other,"al-Meer, Mutlaq",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2021,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2020,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2019,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2018,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2017,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2016,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR57811494129,2015,Other,"Woeck, Dora",NA,NA,NA,NA,NA,NA,NA
FR58351622063,2021,Other,"Miller, Trevin",CEO,883158,11.99,20.33,118719,NA,NA
FR58351622063,2020,Other,"Miller, Trevin",CEO,2300442,17.13,25.34,111142,NA,NA
FR58351622063,2019,Other,"Miller, Trevin",CEO,2310355,30.43,47.64,99261,NA,NA
FR58351622063,2018,Other,"Miller, Trevin",CEO,1568048,18.2,25.81,86180,NA,NA
FR58351622063,2017,Other,"Miller, Trevin",CEO,NA,NA,NA,NA,NA,NA
FR58351622063,2016,Other,"Miller, Trevin",CEO,NA,NA,NA,NA,NA,NA
FR58351622063,2015,Other,"Miller, Trevin",CEO,NA,NA,NA,NA,NA,NA
FR58516483663,2021,Other,"Thomas, Zeidra",Chairman of the Management Board,3486651,50,71,70226,49274,NA
FR58516483663,2020,Other,"Thomas, Zeidra",Chairman of the Management Board,1791430,29,37,61615,47372,NA
FR58516483663,2019,Other,"Thomas, Zeidra",Chairman of the Management Board,1690098,28,37,60252,46234,NA
FR58516483663,2018,Other,"Thomas, Zeidra",Chairman of the Management Board,1526967,27,35,55105,42135,NA
FR58516483663,2017,Other,"Thomas, Zeidra",Chairman of the Management Board,1795534,43,60,60817,43240,NA
FR58516483663,2016,Other,"Thomas, Zeidra",Chairman of the Management Board,3518790,62,91,56989,38779,NA
FR58516483663,2015,Other,"Thomas, Zeidra",Chairman of the Management Board,3359596,49,66,NA,NA,NA
FR58766861881,2021,Other,"Shin, Austin",CEO,89930,2.7,4.8,NA,NA,NA
FR58766861881,2020,Other,"Shin, Austin",CEO,90000,2,NA,31100,NA,NA
FR58766861881,2019,Other,"Shin, Austin",CEO,61478,2.4,NA,32900,NA,NA
FR58766861881,2018,Other,"Shin, Austin",CEO,83502,NA,NA,30400,NA,NA
FR58766861881,2017,Other,"Shin, Austin",CEO,108927.19,10.1,13.6,27000,NA,NA
FR58766861881,2016,Other,"Shin, Austin",CEO,102344.94,7.4,10.4,28000,NA,NA
FR58766861881,2015,Other,"Shin, Austin",CEO,137280.02,3.9,5,26000,NA,NA
FR58940418490,2021,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,249000,6.3,7.62,31649,26185,NA
FR58940418490,2020,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,338000,8.28,10.27,29325,23467,NA
FR58940418490,2019,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,316000,NA,NA,2838,22919,NA
FR58940418490,2018,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,324000,NA,NA,27964,22533,NA
FR58940418490,2017,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,750000,NA,NA,27252,22254,NA
FR58940418490,2016,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,218000,NA,NA,27095,22132,NA
FR58940418490,2015,Other,"Nolan, Chassity",Chairman and Chief Executive Officer,223598,8.4,10.31,NA,NA,NA
FR59329503753,2021,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,1339664,17.09,21.97,43216,33606,NA
FR59329503753,2020,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,606191,12.27,16.49,40791,30352,NA
FR59329503753,2019,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,853577,24.57,32,46724,35873,NA
FR59329503753,2018,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,1236168,23.02,29.92,45215,34796,NA
FR59329503753,2017,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,1046094,27.69,35.73,42847,33213,NA
FR59329503753,2016,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,2819898,16.15,21.21,43075,32801,NA
FR59329503753,2015,Other,"Ruiz, Areli",Chief Executive Officer and Member of the Management Board,5954274,NA,NA,NA,NA,NA
FR60031550945,2021,Other,"al-Abdullah, Muhyddeen",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR60031550945,2020,Other,"al-Abdullah, Muhyddeen",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR60031550945,2019,Other,"al-Abdullah, Muhyddeen",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR60031550945,2018,Other,"al-Abdullah, Muhyddeen",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR60031550945,2017,Other,"al-Abdullah, Muhyddeen",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR60031550945,2016,Other,"al-Abdullah, Muhyddeen",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR60031550945,2015,Other,"Ward, Katheryne",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2021,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2020,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2019,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2018,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2017,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2016,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60366395676,2015,Other,"al-Abdelrahman, Nisma",NA,NA,NA,NA,NA,NA,NA
FR60883969040,2021,Other,"Easter, Shannyn",Chairman and Chief Executive Officer,515503,4.1,6.4,NA,NA,NA
FR60883969040,2020,Other,"Easter, Shannyn",Chairman and Chief Executive Officer,459695,4.6,7.4,NA,NA,NA
FR60883969040,2019,Other,"Easter, Shannyn",Chairman and Chief Executive Officer,486601,7.4,15,NA,NA,NA
FR60883969040,2018,Other,"Easter, Shannyn",Chairman and Chief Executive Officer,535248,7.2,17.7,NA,NA,NA
FR60883969040,2017,Other,"Easter, Shannyn",Chairman and Chief Executive Officer,617558,6.5,15.3,NA,NA,NA
